Date,Currency,Account Number,CR Amount,DB Amount,Ref Num
10/16/23,USD,abc123,$0.00 ,"$998,600.00 ",def536
10/16/23,USD,abc123,$0.00 ,"$1,158,697.00 ",def537
10/16/23,USD,abc123,$0.00 ,"$1,595,444.58 ",def538
10/17/23,USD,abc123,"$3,501,050.00 ",$0.00 ,def539
10/17/23,USD,abc123,"$161,800.00 ",$0.00 ,def540
10/17/23,USD,abc123,"$50,000.00 ",$0.00 ,def541
10/17/23,USD,abc123,"$50,000.00 ",$0.00 ,def542
10/17/23,USD,abc123,$0.00 ,"$99,997.50 ",def543
10/17/23,USD,abc123,$0.00 ,"$9,900.00 ",def544
10/17/23,USD,abc123,$0.00 ,"$129,870.00 ",def545
10/17/23,USD,abc123,$0.00 ,"$161,314.60 ",def546
10/17/23,USD,abc123,$0.00 ,"$299,101.99 ",def547
10/17/23,USD,abc123,$0.00 ,"$321,052.94 ",def548
10/17/23,USD,abc123,$0.00 ,"$856,423.00 ",def549
10/17/23,USD,abc123,$0.00 ,"$861,342.00 ",def550
10/17/23,USD,abc123,$0.00 ,"$1,117,588.53 ",def551
10/18/23,USD,abc123,"$1,500,000.00 ",$0.00 ,def552
10/18/23,USD,abc123,$0.00 ,"$109,450.00 ",def553
10/18/23,USD,abc123,$0.00 ,"$236,659.88 ",def554
10/18/23,USD,abc123,$0.00 ,"$348,950.00 ",def555
10/18/23,USD,abc123,$0.00 ,"$997,043.76 ",def556
10/19/23,USD,abc123,"$3,000,300.00 ",$0.00 ,def557
10/19/23,USD,abc123,"$2,000,000.00 ",$0.00 ,def558
10/19/23,USD,abc123,$0.00 ,"$99,500.00 ",def559
10/19/23,USD,abc123,$0.00 ,"$99,500.00 ",def560
10/19/23,USD,abc123,$0.00 ,"$1,098,020.00 ",def561
10/19/23,USD,abc123,$0.00 ,"$103,599.28 ",def562
10/19/23,USD,abc123,$0.00 ,"$281,640.54 ",def563
10/19/23,USD,abc123,$0.00 ,"$528,410.00 ",def564
10/19/23,USD,abc123,$0.00 ,"$756,254.00 ",def565
10/19/23,USD,abc123,$0.00 ,"$1,965,592.10 ",def566
10/20/23,USD,abc123,"$1,350,000.00 ",$0.00 ,def567
10/20/23,USD,abc123,"$39,105.82 ",$0.00 ,def568
10/20/23,USD,abc123,$0.00 ,"$4,314.39 ",def569
10/20/23,USD,abc123,$0.00 ,"$99,500.00 ",def570
10/20/23,USD,abc123,$0.00 ,"$200,000.00 ",def571
10/20/23,USD,abc123,$0.00 ,"$499,000.00 ",def572
10/20/23,USD,abc123,$0.00 ,"$93,159.68 ",def573
10/20/23,USD,abc123,$0.00 ,"$478,756.41 ",def574
10/23/23,USD,abc123,"$2,603,620.00 ",$0.00 ,def575
10/23/23,USD,abc123,"$2,500,250.00 ",$0.00 ,def576
10/23/23,USD,abc123,"$280,840.00 ",$0.00 ,def577
10/23/23,USD,abc123,$0.00 ,$443.08 ,def578
10/23/23,USD,abc123,$0.00 ,$586.34 ,def579
10/23/23,USD,abc123,$0.00 ,"$99,500.00 ",def580
10/23/23,USD,abc123,$0.00 ,"$99,500.00 ",def581
10/23/23,USD,abc123,$0.00 ,"$99,500.36 ",def582
10/23/23,USD,abc123,$0.00 ,"$99,997.50 ",def583
10/23/23,USD,abc123,$0.00 ,"$998,000.00 ",def584
10/23/23,USD,abc123,$0.00 ,"$199,000.80 ",def585
10/23/23,USD,abc123,$0.00 ,"$329,713.88 ",def586
10/23/23,USD,abc123,$0.00 ,"$865,512.65 ",def587
10/23/23,USD,abc123,$0.00 ,"$996,996.34 ",def588
10/23/23,USD,abc123,$0.00 ,"$1,625,755.70 ",def589
10/24/23,USD,abc123,"$6,223,089.00 ",$0.00 ,def590
10/24/23,USD,abc123,"$2,998,800.00 ",$0.00 ,def591
10/24/23,USD,abc123,"$50,000.00 ",$0.00 ,def592
10/24/23,USD,abc123,$0.00 ,"$109,450.00 ",def593
10/24/23,USD,abc123,$0.00 ,"$129,350.00 ",def594
10/24/23,USD,abc123,$0.00 ,"$498,900.00 ",def595
10/24/23,USD,abc123,$0.00 ,"$124,010.00 ",def596
10/24/23,USD,abc123,$0.00 ,"$199,200.00 ",def597
10/24/23,USD,abc123,$0.00 ,"$244,806.37 ",def598
10/24/23,USD,abc123,$0.00 ,"$394,013.50 ",def599
10/24/23,USD,abc123,$0.00 ,"$545,451.15 ",def600
10/24/23,USD,abc123,$0.00 ,"$1,864,180.63 ",def601
10/25/23,USD,abc123,"$2,000,000.00 ",$0.00 ,def602
10/25/23,USD,abc123,"$350,000.10 ",$0.00 ,def603
10/25/23,USD,abc123,$0.00 ,$333.86 ,def604
10/25/23,USD,abc123,$0.00 ,"$3,376.28 ",def605
10/25/23,USD,abc123,$0.00 ,"$5,317.38 ",def606
10/25/23,USD,abc123,$0.00 ,"$104,475.00 ",def607
10/25/23,USD,abc123,$0.00 ,"$119,400.00 ",def608
10/25/23,USD,abc123,$0.00 ,"$998,100.00 ",def609
10/25/23,USD,abc123,$0.00 ,"$232,058.63 ",def610
10/25/23,USD,abc123,$0.00 ,"$349,944.01 ",def611
10/25/23,USD,abc123,$0.00 ,"$1,287,320.00 ",def612
10/25/23,USD,abc123,$0.00 ,"$1,308,000.00 ",def613
10/26/23,USD,abc123,"$2,000,000.00 ",$0.00 ,def614
10/26/23,USD,abc123,"$2,999,400.00 ",$0.00 ,def615
10/26/23,USD,abc123,"$50,000.00 ",$0.00 ,def616
10/26/23,USD,abc123,"$130,000.00 ",$0.00 ,def617
10/26/23,USD,abc123,"$3,000,000.00 ",$0.00 ,def618
10/26/23,USD,abc123,$0.00 ,"$99,500.00 ",def619
10/26/23,USD,abc123,$0.00 ,"$99,997.50 ",def620
10/26/23,USD,abc123,$0.00 ,"$998,100.00 ",def621
10/26/23,USD,abc123,$0.00 ,"$195,908.28 ",def622
10/26/23,USD,abc123,$0.00 ,"$199,620.00 ",def623
10/26/23,USD,abc123,$0.00 ,"$299,114.96 ",def624
10/26/23,USD,abc123,$0.00 ,"$299,430.00 ",def625
10/26/23,USD,abc123,$0.00 ,"$601,010.00 ",def626
10/26/23,USD,abc123,$0.00 ,"$698,740.00 ",def627
10/26/23,USD,abc123,$0.00 ,"$898,380.00 ",def628
10/26/23,USD,abc123,$0.00 ,"$1,146,325.00 ",def629
10/26/23,USD,abc123,$0.00 ,"$1,997,336.96 ",def630
10/27/23,USD,abc123,$0.00 ,"$27,569.71 ",def631
10/27/23,USD,abc123,$0.00 ,"$99,500.00 ",def632
10/27/23,USD,abc123,$0.00 ,"$100,495.00 ",def633
10/27/23,USD,abc123,$0.00 ,"$998,100.00 ",def634
10/27/23,USD,abc123,$0.00 ,$34.74 ,def635
10/27/23,USD,abc123,$0.00 ,"$99,700.34 ",def636
10/27/23,USD,abc123,$0.00 ,"$110,997.35 ",def637
10/27/23,USD,abc123,$0.00 ,"$124,883.00 ",def638
10/27/23,USD,abc123,$0.00 ,"$148,946.16 ",def639
10/27/23,USD,abc123,$0.00 ,"$298,400.50 ",def640
10/27/23,USD,abc123,$0.00 ,"$317,569.09 ",def641
10/27/23,USD,abc123,$0.00 ,"$998,100.00 ",def642
10/30/23,USD,abc123,"$2,000,000.00 ",$0.00 ,def643
10/30/23,USD,abc123,"$2,000,000.00 ",$0.00 ,def644
10/30/23,USD,abc123,"$100,000.00 ",$0.00 ,def645
10/30/23,USD,abc123,"$50,000.00 ",$0.00 ,def646
10/30/23,USD,abc123,"$100,000.00 ",$0.00 ,def647
10/30/23,USD,abc123,$0.00 ,"$99,500.00 ",def648
10/30/23,USD,abc123,$0.00 ,"$99,500.00 ",def649
10/30/23,USD,abc123,$0.00 ,"$99,997.50 ",def650
10/30/23,USD,abc123,$0.00 ,"$99,997.50 ",def651
10/30/23,USD,abc123,$0.00 ,"$137,611.25 ",def652
10/30/23,USD,abc123,$0.00 ,"$149,625.00 ",def653
10/30/23,USD,abc123,$0.00 ,"$199,787.01 ",def654
10/30/23,USD,abc123,$0.00 ,"$222,580.25 ",def655
10/30/23,USD,abc123,$0.00 ,"$307,840.10 ",def656
10/30/23,USD,abc123,$0.00 ,"$378,889.91 ",def657
10/30/23,USD,abc123,$0.00 ,"$490,018.01 ",def658
10/30/23,USD,abc123,$0.00 ,"$996,996.21 ",def659
10/31/23,USD,abc123,"$1,000,000.00 ",$0.00 ,def660
10/31/23,USD,abc123,"$2,000,000.00 ",$0.00 ,def661
10/31/23,USD,abc123,"$49,995.00 ",$0.00 ,def662
10/31/23,USD,abc123,"$50,000.00 ",$0.00 ,def663
10/31/23,USD,abc123,"$350,000.00 ",$0.00 ,def664
10/31/23,USD,abc123,$0.00 ,"$99,500.20 ",def665
10/31/23,USD,abc123,$0.00 ,"$250,000.00 ",def666
10/31/23,USD,abc123,$0.00 ,"$430,489.07 ",def667
10/31/23,USD,abc123,$0.00 ,"$630,108.81 ",def668
10/31/23,USD,abc123,$0.00 ,"$1,345,755.00 ",def669
2011/1/23,USD,abc123,"$2,000,000.00 ",$0.00 ,def670
2011/1/23,USD,abc123,"$20,000.00 ",$0.00 ,def671
2011/1/23,USD,abc123,"$99,995.00 ",$0.00 ,def672
2011/1/23,USD,abc123,$0.00 ,"$2,000,000.00 ",def673
2011/1/23,USD,abc123,$0.00 ,"$52,735.20 ",def674
2011/1/23,USD,abc123,$0.00 ,"$99,500.00 ",def675
2011/1/23,USD,abc123,$0.00 ,"$99,500.00 ",def676
2011/1/23,USD,abc123,$0.00 ,"$99,500.00 ",def677
2011/1/23,USD,abc123,$0.00 ,"$1,495,650.00 ",def678
2011/1/23,USD,abc123,$0.00 ,"$119,880.00 ",def679
2011/1/23,USD,abc123,$0.00 ,"$199,500.00 ",def680
2011/1/23,USD,abc123,$0.00 ,"$279,922.49 ",def681
2011/2/23,USD,abc123,"$1,500,000.00 ",$0.00 ,def682
2011/2/23,USD,abc123,"$49,977.00 ",$0.00 ,def683
2011/2/23,USD,abc123,"$350,000.00 ",$0.00 ,def684
2011/2/23,USD,abc123,$0.00 ,"$109,450.00 ",def685
2011/2/23,USD,abc123,$0.00 ,"$998,100.00 ",def686
2011/2/23,USD,abc123,$0.00 ,"$275,805.00 ",def687
2011/2/23,USD,abc123,$0.00 ,"$341,688.65 ",def688
2011/3/23,USD,abc123,"$3,395,515.00 ",$0.00 ,def689
2011/3/23,USD,abc123,"$40,000.00 ",$0.00 ,def690
2011/3/23,USD,abc123,"$299,980.00 ",$0.00 ,def691
2011/3/23,USD,abc123,"$3,000,000.00 ",$0.00 ,def692
2011/3/23,USD,abc123,$0.00 ,"$100,495.00 ",def693
2011/3/23,USD,abc123,$0.00 ,"$119,400.00 ",def694
2011/3/23,USD,abc123,$0.00 ,"$149,550.00 ",def695
2011/3/23,USD,abc123,$0.00 ,"$200,000.00 ",def696
2011/3/23,USD,abc123,$0.00 ,"$499,000.00 ",def697
2011/3/23,USD,abc123,$0.00 ,"$1,366,368.56 ",def698
2011/3/23,USD,abc123,$0.00 ,"$198,594.01 ",def699
2011/3/23,USD,abc123,$0.00 ,"$299,250.00 ",def700
2011/3/23,USD,abc123,$0.00 ,"$301,762.42 ",def701
2011/3/23,USD,abc123,$0.00 ,"$499,000.00 ",def702
2011/3/23,USD,abc123,$0.00 ,"$998,100.00 ",def703
2011/3/23,USD,abc123,$0.00 ,"$1,328,014.99 ",def704
2011/6/23,USD,abc123,"$5,600,000.00 ",$0.00 ,def705
2011/6/23,USD,abc123,"$3,501,200.45 ",$0.00 ,def706
2011/6/23,USD,abc123,"$70,000.00 ",$0.00 ,def707
2011/6/23,USD,abc123,$0.00 ,"$29,700.00 ",def708
2011/6/23,USD,abc123,$0.00 ,"$109,450.00 ",def709
2011/6/23,USD,abc123,$0.00 ,"$109,450.00 ",def710
2011/6/23,USD,abc123,$0.00 ,"$129,350.00 ",def711
2011/6/23,USD,abc123,$0.00 ,"$339,485.63 ",def712
2011/6/23,USD,abc123,$0.00 ,"$353,577.64 ",def713
2011/6/23,USD,abc123,$0.00 ,"$410,967.73 ",def714
2011/6/23,USD,abc123,$0.00 ,"$668,853.32 ",def715
2011/6/23,USD,abc123,$0.00 ,"$998,100.00 ",def716
2011/6/23,USD,abc123,$0.00 ,$379.56 ,def717
2011/6/23,USD,abc123,$0.00 ,"$49,250.00 ",def718
2011/6/23,USD,abc123,$0.00 ,"$129,610.00 ",def719
2011/6/23,USD,abc123,$0.00 ,"$147,852.00 ",def720
2011/6/23,USD,abc123,$0.00 ,"$265,000.00 ",def721
2011/6/23,USD,abc123,$0.00 ,"$442,361.69 ",def722
2011/6/23,USD,abc123,$0.00 ,"$998,100.00 ",def723
2011/6/23,USD,abc123,$0.00 ,"$1,256,898.00 ",def724
2011/6/23,USD,abc123,$0.00 ,"$1,271,078.00 ",def725
2011/7/23,USD,abc123,"$1,108,570.13 ",$0.00 ,def726
2011/7/23,USD,abc123,"$30,000.00 ",$0.00 ,def727
2011/7/23,USD,abc123,"$100,000.00 ",$0.00 ,def728
2011/7/23,USD,abc123,$0.00 ,"$72,734.19 ",def729
2011/7/23,USD,abc123,$0.00 ,"$100,000.00 ",def730
2011/7/23,USD,abc123,$0.00 ,"$1,495,650.00 ",def731
2011/7/23,USD,abc123,$0.00 ,"$49,500.00 ",def732
2011/7/23,USD,abc123,$0.00 ,"$265,983.01 ",def733
2011/7/23,USD,abc123,$0.00 ,"$387,441.81 ",def734
2011/7/23,USD,abc123,$0.00 ,"$998,500.00 ",def735
2011/8/23,USD,abc123,"$572,519.00 ",$0.00 ,def736
2011/8/23,USD,abc123,"$30,000.00 ",$0.00 ,def737
2011/8/23,USD,abc123,"$199,995.00 ",$0.00 ,def738
2011/8/23,USD,abc123,"$299,995.00 ",$0.00 ,def739
2011/8/23,USDD,abc123,$0.00 ,"$9,957.45 ",def740
2011/8/23,USD,abc123,$0.00 ,"$100,000.00 ",def741
2011/8/23,USD,abc123,$0.00 ,"$109,450.00 ",def742
2011/8/23,USD,abc123,$0.00 ,"$109,450.00 ",def743
2011/8/23,USD,abc123,$0.00 ,"$173,478.00 ",def744
2011/8/23,USD,abc123,$0.00 ,"$238,086.87 ",def745
2011/8/23,USD,abc123,$0.00 ,"$292,850.49 ",def746
2011/9/23,USD,abc123,"$3,073,649.83 ",$0.00 ,def747
2011/9/23,USD,abc123,"$299,820.00 ",$0.00 ,def748
2011/9/23,USD,abc123,"$1,499,550.00 ",$0.00 ,def749
2011/9/23,USD,abc123,"$36,000.00 ",$0.00 ,def750
2011/9/23,USD,abc123,$0.00 ,"$3,203.35 ",def751
2011/9/23,USD,abc123,$0.00 ,"$99,500.00 ",def752
2011/9/23,USD,abc123,$0.00 ,"$100,000.00 ",def753
2011/9/23,USD,abc123,$0.00 ,"$49,003.75 ",def754
2011/9/23,USD,abc123,$0.00 ,"$296,479.11 ",def755
2011/9/23,USD,abc123,$0.00 ,"$299,340.00 ",def756
2011/9/23,USD,abc123,$0.00 ,"$299,340.00 ",def757
2011/9/23,USD,abc123,$0.00 ,"$397,188.00 ",def758
2011/9/23,USD,abc123,$0.00 ,"$455,852.47 ",def759
2011/9/23,USD,abc123,$0.00 ,"$598,800.00 ",def760
2011/9/23,USD,abc123,$0.00 ,"$792,624.65 ",def761
2011/9/23,USD,abc123,$0.00 ,"$1,564,578.00 ",def762
2011/10/23,USD,abc123,"$4,426,749.92 ",$0.00 ,def763
2011/10/23,USD,abc123,"$10,000.00 ",$0.00 ,def764
2011/10/23,USD,abc123,$0.00 ,"$2,741.41 ",def765
2011/10/23,USD,abc123,$0.00 ,"$3,703.70 ",def766
2011/10/23,USD,abc123,$0.00 ,"$99,500.00 ",def767
2011/10/23,USD,abc123,$0.00 ,"$109,450.00 ",def768
2011/10/23,USD,abc123,$0.00 ,"$425,498.30 ",def769
2011/10/23,USD,abc123,$0.00 ,"$1,508,255.22 ",def770
2011/10/23,USD,abc123,$0.00 ,"$239,758.45 ",def771
2011/10/23,USD,abc123,$0.00 ,"$387,717.35 ",def772
2011/10/23,USD,abc123,$0.00 ,"$1,507,720.02 ",def773
11/13/23,USD,abc123,"$2,001,870.00 ",$0.00 ,def774
11/13/23,USD,abc123,"$150,664.18 ",$0.00 ,def775
11/13/23,USD,abc123,"$25,000.00 ",$0.00 ,def776
11/13/23,USD,abc123,$0.00 ,"$99,500.00 ",def777
11/13/23,USD,abc123,$0.00 ,"$100,495.00 ",def778
11/13/23,USD,abc123,$0.00 ,"$119,400.00 ",def779
11/13/23,USD,abc123,$0.00 ,"$998,200.00 ",def780
11/13/23,USD,abc123,$0.00 ,"$69,553.68 ",def781
11/13/23,USD,abc123,$0.00 ,"$150,000.00 ",def782
11/13/23,USD,abc123,$0.00 ,"$159,096.68 ",def783
11/13/23,USD,abc123,$0.00 ,"$159,409.43 ",def784
11/13/23,USD,abc123,$0.00 ,"$299,340.00 ",def785
11/13/23,USD,abc123,$0.00 ,"$299,340.00 ",def786
11/14/23,USD,abc123,"$3,790,124.65 ",$0.00 ,def787
11/14/23,USD,abc123,"$32,000.00 ",$0.00 ,def788
11/14/23,USD,abc123,$0.00 ,$196.88 ,def789
11/14/23,USD,abc123,$0.00 ,$550.30 ,def790
11/14/23,USD,abc123,$0.00 ,"$99,500.00 ",def791
11/14/23,USD,abc123,$0.00 ,"$99,500.00 ",def792
11/14/23,USD,abc123,$0.00 ,"$101,490.00 ",def793
11/14/23,USD,abc123,$0.00 ,"$299,820.00 ",def794
11/14/23,USD,abc123,$0.00 ,"$107,102.90 ",def795
11/14/23,USD,abc123,$0.00 ,"$285,953.76 ",def796
11/14/23,USD,abc123,$0.00 ,"$290,442.08 ",def797
11/14/23,USD,abc123,$0.00 ,"$300,000.00 ",def798
11/14/23,USD,abc123,$0.00 ,"$401,200.00 ",def799
11/14/23,USD,abc123,$0.00 ,"$499,000.00 ",def800
11/14/23,USD,abc123,$0.00 ,"$499,000.00 ",def801
11/14/23,USD,abc123,$0.00 ,"$698,670.00 ",def802
11/15/23,USD,abc123,"$2,000,586.00 ",$0.00 ,def803
11/15/23,USD,abc123,"$1,999,800.00 ",$0.00 ,def804
11/15/23,USD,abc123,"$99,500.00 ",$0.00 ,def805
11/15/23,USD,abc123,$0.00 ,$50.00 ,def806
11/15/23,USD,abc123,$0.00 ,"$99,500.00 ",def807
11/15/23,USD,abc123,$0.00 ,"$99,500.00 ",def808
11/15/23,USD,abc123,$0.00 ,"$109,450.50 ",def809
11/15/23,USD,abc123,$0.00 ,"$134,325.00 ",def810
11/15/23,USD,abc123,$0.00 ,"$498,900.00 ",def811
11/15/23,USD,abc123,$0.00 ,"$151,944.79 ",def812
11/15/23,USD,abc123,$0.00 ,"$199,600.00 ",def813
11/15/23,USD,abc123,$0.00 ,"$299,340.00 ",def814
11/15/23,USD,abc123,$0.00 ,"$299,340.00 ",def815
11/15/23,USD,abc123,$0.00 ,"$299,400.00 ",def816
11/15/23,USD,abc123,$0.00 ,"$1,997,455.32 ",def817
11/16/23,USD,abc123,"$1,401,277.52 ",$0.00 ,def818
11/16/23,USD,abc123,"$100,019.66 ",$0.00 ,def819
11/16/23,USD,abc123,"$30,000.00 ",$0.00 ,def820
11/16/23,USD,abc123,"$121,424.46 ",$0.00 ,def821
11/16/23,USD,abc123,$0.00 ,"$3,280.62 ",def822
11/16/23,USD,abc123,$0.00 ,"$25,625.37 ",def823
11/16/23,USD,abc123,$0.00 ,"$109,450.00 ",def824
11/16/23,USD,abc123,$0.00 ,"$100,300.00 ",def825
11/16/23,USD,abc123,$0.00 ,"$284,829.95 ",def826
11/16/23,USD,abc123,$0.00 ,"$300,014.51 ",def827
11/16/23,USD,abc123,$0.00 ,"$329,002.02 ",def828
11/16/23,USD,abc123,$0.00 ,"$599,984.94 ",def829
11/17/23,USD,abc123,"$5,000,000.00 ",$0.00 ,def830
11/17/23,USD,abc123,"$20,000.00 ",$0.00 ,def831
11/17/23,USD,abc123,$0.00 ,"$2,751.91 ",def832
11/17/23,USD,abc123,$0.00 ,"$99,500.00 ",def833
11/17/23,USD,abc123,$0.00 ,"$998,200.00 ",def834
11/17/23,USD,abc123,$0.00 ,"$113,386.50 ",def835
11/17/23,USD,abc123,$0.00 ,"$114,827.50 ",def836
11/17/23,USD,abc123,$0.00 ,"$267,991.61 ",def837
11/17/23,USDD,abc123,$0.00 ,"$297,098.02 ",def838
11/17/23,USD,abc123,$0.00 ,"$998,000.00 ",def839
11/17/23,USD,abc123,$0.00 ,"$999,429.60 ",def840
11/17/23,USD,abc123,$0.00 ,"$1,003,000.00 ",def841
11/20/23,USD,abc123,"$6,000,000.00 ",$0.00 ,def842
11/20/23,USD,abc123,$0.00 ,"$5,996.10 ",def843
11/20/23,USD,abc123,$0.00 ,"$99,500.00 ",def844
11/20/23,USD,abc123,$0.00 ,"$99,500.00 ",def845
11/20/23,USD,abc123,$0.00 ,"$99,500.00 ",def846
11/20/23,USD,abc123,$0.00 ,"$99,997.50 ",def847
11/20/23,USD,abc123,$0.00 ,"$100,495.00 ",def848
11/20/23,USD,abc123,$0.00 ,"$249,349.70 ",def849
11/20/23,USD,abc123,$0.00 ,"$1,048,466.36 ",def850
11/20/23,USD,abc123,$0.00 ,"$232,080.66 ",def851
11/20/23,USD,abc123,$0.00 ,"$249,360.67 ",def852
11/20/23,USD,abc123,$0.00 ,"$299,430.00 ",def853
11/20/23,USD,abc123,$0.00 ,"$746,715.70 ",def854
11/20/23,USD,abc123,$0.00 ,"$998,100.00 ",def855
11/20/23,USD,abc123,$0.00 ,"$1,653,468.00 ",def856
11/21/23,USD,abc123,"$2,430,633.00 ",$0.00 ,def857
11/21/23,USD,abc123,"$35,000.00 ",$0.00 ,def858
11/21/23,USD,abc123,"$100,150.00 ",$0.00 ,def859
11/21/23,USD,abc123,$0.00 ,"$99,500.00 ",def860
11/21/23,USD,abc123,$0.00 ,"$100,495.00 ",def861
11/21/23,USD,abc123,$0.00 ,"$498,900.00 ",def862
11/21/23,USD,abc123,$0.00 ,"$99,720.00 ",def863
11/21/23,USD,abc123,$0.00 ,"$199,400.00 ",def864
11/21/23,USD,abc123,$0.00 ,"$218,449.47 ",def865
11/21/23,USD,abc123,$0.00 ,"$1,297,530.00 ",def866
11/22/23,USD,abc123,"$7,203,265.00 ",$0.00 ,def867
11/22/23,USD,abc123,"$499,900.92 ",$0.00 ,def868
11/22/23,USD,abc123,"$32,000.00 ",$0.00 ,def869
11/22/23,USD,abc123,$0.00 ,"$100,000.00 ",def870
11/22/23,USD,abc123,$0.00 ,"$2,248.64 ",def871
11/22/23,USD,abc123,$0.00 ,"$2,980.82 ",def872
11/22/23,USD,abc123,$0.00 ,"$99,500.00 ",def873
11/22/23,USD,abc123,$0.00 ,"$203,408.04 ",def874
11/22/23,USD,abc123,$0.00 ,"$137,327.78 ",def875
11/22/23,USD,abc123,$0.00 ,"$199,640.00 ",def876
11/22/23,USD,abc123,$0.00 ,"$249,962.86 ",def877
11/22/23,USD,abc123,$0.00 ,"$313,694.00 ",def878
11/22/23,USD,abc123,$0.00 ,"$498,900.00 ",def879
11/22/23,USD,abc123,$0.00 ,"$499,100.00 ",def880
11/22/23,USD,abc123,$0.00 ,"$598,920.00 ",def881
11/22/23,USD,abc123,$0.00 ,"$1,497,300.00 ",def882
11/22/23,USD,abc123,$0.00 ,"$1,565,743.00 ",def883
11/22/23,USD,abc123,$0.00 ,"$1,686,442.56 ",def884
11/24/23,USD,abc123,"$1,000,436.66 ",$0.00 ,def885
11/24/23,USD,abc123,"$30,000.00 ",$0.00 ,def886
11/24/23,USD,abc123,$0.00 ,"$3,526.80 ",def887
11/24/23,USD,abc123,$0.00 ,"$36,036.38 ",def888
11/24/23,USD,abc123,$0.00 ,"$109,450.00 ",def889
11/24/23,USD,abc123,$0.00 ,"$111,440.00 ",def890
11/24/23,USD,abc123,$0.00 ,"$119,400.00 ",def891
11/24/23,USD,abc123,$0.00 ,"$299,156.19 ",def892
11/24/23,USD,abc123,$0.00 ,"$305,371.13 ",def893
11/24/23,USD,abc123,$0.00 ,"$366,256.92 ",def894
11/27/23,USD,abc123,"$5,516,493.29 ",$0.00 ,def895
11/27/23,USD,abc123,"$31,000.00 ",$0.00 ,def896
11/27/23,USD,abc123,"$50,000.00 ",$0.00 ,def897
11/27/23,USD,abc123,$0.00 ,"$4,014.46 ",def898
11/27/23,USD,abc123,$0.00 ,"$99,500.00 ",def899
11/27/23,USD,abc123,$0.00 ,"$99,500.00 ",def900
11/27/23,USD,abc123,$0.00 ,"$99,799.70 ",def901
11/27/23,USD,abc123,$0.00 ,"$99,997.50 ",def902
11/27/23,USD,abc123,$0.00 ,"$99,997.50 ",def903
11/27/23,USD,abc123,$0.00 ,"$101,490.00 ",def904
11/27/23,USD,abc123,$0.00 ,"$215,869.90 ",def905
11/27/23,USD,abc123,$0.00 ,"$299,269.49 ",def906
11/27/23,USD,abc123,$0.00 ,"$498,000.00 ",def907
11/27/23,USD,abc123,$0.00 ,"$32,723.13 ",def908
11/27/23,USD,abc123,$0.00 ,"$299,460.00 ",def909
11/27/23,USD,abc123,$0.00 ,"$399,000.01 ",def910
11/27/23,USD,abc123,$0.00 ,"$448,831.95 ",def911
11/27/23,USD,abc123,$0.00 ,"$499,100.00 ",def912
11/27/23,USD,abc123,$0.00 ,"$998,100.00 ",def913
11/27/23,USD,abc123,$0.00 ,"$1,098,020.00 ",def914
11/28/23,USD,abc123,"$6,828,429.00 ",$0.00 ,def915
11/28/23,USD,abc123,"$40,000.00 ",$0.00 ,def916
11/28/23,USD,abc123,$0.00 ,"$109,450.00 ",def917
11/28/23,USD,abc123,$0.00 ,"$498,550.00 ",def918
11/28/23,USD,abc123,$0.00 ,"$1,002,160.86 ",def919
11/28/23,USD,abc123,$0.00 ,"$68,058.00 ",def920
11/28/23,USD,abc123,$0.00 ,"$129,528.04 ",def921
11/28/23,USD,abc123,$0.00 ,"$199,600.00 ",def922
11/28/23,USD,abc123,$0.00 ,"$249,000.00 ",def923
11/28/23,USD,abc123,$0.00 ,"$270,572.34 ",def924
11/28/23,USD,abc123,$0.00 ,"$299,771.98 ",def925
11/28/23,USD,abc123,$0.00 ,"$499,000.00 ",def926
11/28/23,USD,abc123,$0.00 ,"$1,413,190.00 ",def927
11/28/23,USD,abc123,$0.00 ,"$1,582,310.00 ",def928
11/29/23,USD,abc123,"$1,500,463.49 ",$0.00 ,def929
11/29/23,USD,abc123,"$38,000.00 ",$0.00 ,def930
11/29/23,USD,abc123,"$200,000.00 ",$0.00 ,def931
11/29/23,USD,abc123,$0.00 ,"$99,500.00 ",def932
11/29/23,USD,abc123,$0.00 ,"$99,500.00 ",def933
11/29/23,USD,abc123,$0.00 ,"$676,963.00 ",def934
11/29/23,USD,abc123,$0.00 ,"$165,878.07 ",def935
11/29/23,USD,abc123,$0.00 ,"$199,000.00 ",def936
11/29/23,USD,abc123,$0.00 ,"$199,620.00 ",def937
11/29/23,USD,abc123,$0.00 ,"$998,100.00 ",def938
11/30/23,USD,abc123,"$2,500,031.99 ",$0.00 ,def939
11/30/23,USD,abc123,$0.00 ,$657.80 ,def940
11/30/23,USD,abc123,$0.00 ,"$99,500.00 ",def941
11/30/23,USD,abc123,$0.00 ,"$99,500.00 ",def942
11/30/23,USD,abc123,$0.00 ,"$99,500.70 ",def943
11/30/23,USD,abc123,$0.00 ,"$99,599.50 ",def944
11/30/23,USD,abc123,$0.00 ,"$16,830.00 ",def945
11/30/23,USD,abc123,$0.00 ,"$89,716.21 ",def946
11/30/23,USD,abc123,$0.00 ,"$432,285.24 ",def947
11/30/23,USD,abc123,$0.00 ,"$499,100.00 ",def948
11/30/23,USD,abc123,$0.00 ,"$499,100.00 ",def949
11/30/23,USD,abc123,$0.00 ,"$598,920.00 ",def950
2012/1/23,USD,abc123,"$1,912,069.00 ",$0.00 ,def951
